Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Santa Teresa,New Mexico,2408,US-Mexico Border,10-2022,Personal Vehicle Passengers,104654,31.784,-106.679,POINT (-106.679437 31.783939)
Jackman,Maine,104,US-Canada Border,10-2022,Truck Containers Empty,3264,45.806,-70.397,POINT (-70.396722 45.805661)
Roseau,Minnesota,3426,US-Canada Border,10-2022,Personal Vehicles,2021,49.0,-95.766,POINT (-95.766469 48.999538)
Dalton Cache,Alaska,3106,US-Canada Border,10-2022,Truck Containers Empty,78,59.451,-136.362,POINT (-136.361944 59.450556)
Eastport,Maine,103,US-Canada Border,10-2022,Pedestrians,34,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Walhalla,North Dakota,3407,US-Canada Border,10-2022,Truck Containers Empty,490,49.0,-97.908,POINT (-97.908416 49.000472)
Sarles,North Dakota,3409,US-Canada Border,10-2022,Truck Containers Empty,15,49.0,-98.938,POINT (-98.938361 49.000027)
Calais,Maine,115,US-Canada Border,10-2022,Truck Containers Empty,1825,45.189,-67.275,POINT (-67.275381 45.188548)
Pembina,North Dakota,3401,US-Canada Border,10-2022,Rail Containers Empty,2129,49.0,-97.237,POINT (-97.237036 49.000453)
Turner,Montana,3306,US-Canada Border,10-2022,Personal Vehicle Passengers,881,49.0,-108.388,POINT (-108.387916 48.999527)
Portal,North Dakota,3403,US-Canada Border,10-2022,Trucks,7604,48.999,-102.552,POINT (-102.551944 48.998944)
Brownsville,Texas,2301,US-Mexico Border,10-2022,Rail Containers Loaded,1300,25.952,-97.401,POINT (-97.40067 25.95155)
Fort Kent,Maine,110,US-Canada Border,10-2022,Personal Vehicle Passengers,7190,47.249,-68.604,POINT (-68.603918 47.249206)
Frontier,Washington,3020,US-Canada Border,10-2022,Bus Passengers,55,49.0,-117.832,POINT (-117.831527 49.0005)
Sasabe,Arizona,2606,US-Mexico Border,10-2022,Personal Vehicles,2396,31.483,-111.544,POINT (-111.544363 31.483039)
Sumas,Washington,3009,US-Canada Border,10-2022,Trains,20,49.002,-122.265,POINT (-122.264805 49.002388)
Del Rio,Texas,2302,US-Mexico Border,10-2022,Personal Vehicles,138558,29.327,-100.928,POINT (-100.927612 29.326784)
Eagle Pass,Texas,2303,US-Mexico Border,10-2022,Truck Containers Loaded,12263,28.705,-100.512,POINT (-100.511977 28.705483)
Calexico East,California,2507,US-Mexico Border,10-2022,Trucks,37932,32.673,-115.388,POINT (-115.388018 32.673389)
Kenneth G Ward,Washington,3023,US-Canada Border,10-2022,Trucks,4802,49.002,-122.485,POINT (-122.485027 49.002277)
Oroville,Washington,3019,US-Canada Border,10-2022,Bus Passengers,181,49.0,-119.462,POINT (-119.461833 49.000083)
Tecate,California,2505,US-Mexico Border,10-2022,Trucks,5707,32.576,-116.626,POINT (-116.626216 32.576428)
Port Angeles,Washington,3007,US-Canada Border,10-2022,Buses,5,48.122,-123.431,POINT (-123.430694 48.121858)
Columbus,New Mexico,2406,US-Mexico Border,10-2022,Personal Vehicle Passengers,60457,31.784,-107.628,POINT (-107.627948 31.783742)
Morgan,Montana,3319,US-Canada Border,10-2022,Trucks,19,49.0,-107.832,POINT (-107.831819 48.999829)
Sault Sainte Marie,Michigan,3803,US-Canada Border,10-2022,Truck Containers Loaded,2599,46.509,-84.361,POINT (-84.360833 46.508611)
Trout River,New York,715,US-Canada Border,10-2022,Train Passengers,94,44.992,-74.308,POINT (-74.308172 44.992058)
Hidalgo,Texas,2305,US-Mexico Border,10-2022,Personal Vehicle Passengers,753965,26.095,-98.271,POINT (-98.271092 26.095032)
Ogdensburg,New York,701,US-Canada Border,10-2022,Truck Containers Loaded,2849,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
El Paso,Texas,2402,US-Mexico Border,10-2022,Personal Vehicles,740431,31.764,-106.451,POINT (-106.451188 31.764363)
Santa Teresa,New Mexico,2408,US-Mexico Border,10-2022,Pedestrians,7988,31.784,-106.679,POINT (-106.679437 31.783939)
Metaline Falls,Washington,3025,US-Canada Border,10-2022,Trucks,276,49.0,-117.299,POINT (-117.299444 48.999972)
International Falls,Minnesota,3604,US-Canada Border,10-2022,Personal Vehicles,17166,48.608,-93.401,POINT (-93.401355 48.6078)
Cross Border Xpress,California,2582,US-Mexico Border,10-2022,Pedestrians,175002,32.548,-116.974,POINT (-116.974462 32.54834)
Raymond,Montana,3301,US-Canada Border,10-2022,Trucks,1056,48.999,-104.574,POINT (-104.574333 48.999194)
Houlton,Maine,106,US-Canada Border,10-2022,Truck Containers Empty,1470,46.135,-67.781,POINT (-67.781288 46.134879)
El Paso,Texas,2402,US-Mexico Border,10-2022,Trains,113,31.764,-106.451,POINT (-106.451188 31.764363)
Alcan,Alaska,3104,US-Canada Border,10-2022,Truck Containers Loaded,125,62.615,-141.001,POINT (-141.001444 62.614961)
Hannah,North Dakota,3408,US-Canada Border,10-2022,Personal Vehicles,33,49.0,-98.694,POINT (-98.693777 49.000138)
Point Roberts,Washington,3017,US-Canada Border,10-2022,Personal Vehicles,54170,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Northgate,North Dakota,3406,US-Canada Border,10-2022,Truck Containers Empty,218,48.999,-102.275,POINT (-102.27475 48.998833)
Northgate,North Dakota,3406,US-Canada Border,10-2022,Pedestrians,4,48.999,-102.275,POINT (-102.27475 48.998833)
Fort Kent,Maine,110,US-Canada Border,10-2022,Personal Vehicles,4938,47.249,-68.604,POINT (-68.603918 47.249206)
Buffalo Niagara Falls,New York,901,US-Canada Border,10-2022,Truck Containers Empty,16666,43.095,-79.056,POINT (-79.055847 43.09549)
Skagway,Alaska,3103,US-Canada Border,10-2022,Truck Containers Empty,178,59.63,-135.164,POINT (-135.164444 59.629722)
Detroit,Michigan,3801,US-Canada Border,10-2022,Buses,106,42.332,-83.048,POINT (-83.047924 42.331685)
Beecher Falls,Vermont,206,US-Canada Border,10-2022,Truck Containers Empty,582,45.013,-71.505,POINT (-71.505309 45.013411)
St John,North Dakota,3405,US-Canada Border,10-2022,Truck Containers Empty,99,48.999,-99.659,POINT (-99.659111 48.999277)
Otay Mesa,California,2506,US-Mexico Border,10-2022,Rail Containers Empty,107,32.55,-116.939,POINT (-116.938538 32.55033)
Vanceboro,Maine,105,US-Canada Border,10-2022,Truck Containers Loaded,9,45.569,-67.429,POINT (-67.428541 45.568761)
Piegan,Montana,3316,US-Canada Border,10-2022,Pedestrians,11,48.998,-113.379,POINT (-113.378777 48.998083)
Sweetgrass,Montana,3310,US-Canada Border,10-2022,Rail Containers Loaded,2123,48.998,-111.96,POINT (-111.959611 48.998388)
Noonan,North Dakota,3420,US-Canada Border,10-2022,Bus Passengers,44,48.999,-103.004,POINT (-103.004361 48.999333)
Roosville,Montana,3318,US-Canada Border,10-2022,Personal Vehicles,7274,49.0,-115.056,POINT (-115.056027 48.999638)
Derby Line,Vermont,209,US-Canada Border,10-2022,Personal Vehicle Passengers,58078,45.006,-72.099,POINT (-72.099279 45.005739)
Port Huron,Michigan,3802,US-Canada Border,10-2022,Buses,49,42.999,-82.424,POINT (-82.423611 42.998611)
Tecate,California,2505,US-Mexico Border,10-2022,Pedestrians,72065,32.576,-116.626,POINT (-116.626216 32.576428)
Sumas,Washington,3009,US-Canada Border,10-2022,Personal Vehicle Passengers,69531,49.002,-122.265,POINT (-122.264805 49.002388)
Presidio,Texas,2403,US-Mexico Border,10-2022,Truck Containers Loaded,763,29.562,-104.395,POINT (-104.394907 29.561827)
Madawaska,Maine,109,US-Canada Border,10-2022,Trucks,129,47.36,-68.329,POINT (-68.328684 47.360052)
Frontier,Washington,3020,US-Canada Border,10-2022,Truck Containers Empty,1136,49.0,-117.832,POINT (-117.831527 49.0005)
Skagway,Alaska,3103,US-Canada Border,10-2022,Buses,24,59.63,-135.164,POINT (-135.164444 59.629722)
Eastport,Idaho,3302,US-Canada Border,10-2022,Truck Containers Loaded,3503,49.001,-116.181,POINT (-116.181027 49.000555)
Pembina,North Dakota,3401,US-Canada Border,10-2022,Truck Containers Empty,3828,49.0,-97.237,POINT (-97.237036 49.000453)
Carbury,North Dakota,3421,US-Canada Border,10-2022,Personal Vehicles,541,48.999,-100.556,POINT (-100.555805 48.999416)
Wildhorse,Montana,3323,US-Canada Border,10-2022,Truck Containers Loaded,24,48.999,-110.215,POINT (-110.215083 48.999361)
San Ysidro,California,2504,US-Mexico Border,10-2022,Personal Vehicle Passengers,2230225,32.543,-117.029,POINT (-117.028761 32.542528)
Portal,North Dakota,3403,US-Canada Border,10-2022,Train Passengers,354,48.999,-102.552,POINT (-102.551944 48.998944)
Laredo,Texas,2304,US-Mexico Border,10-2022,Personal Vehicle Passengers,743975,27.5,-99.507,POINT (-99.507412 27.499561)
Champlain Rouses Point,New York,712,US-Canada Border,10-2022,Trains,57,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Laurier,Washington,3016,US-Canada Border,10-2022,Trains,6,49.0,-118.224,POINT (-118.223777 49.000083)
Ysleta,Texas,2401,US-Mexico Border,10-2022,Personal Vehicle Passengers,518286,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Progreso,Texas,2309,US-Mexico Border,10-2022,Truck Containers Empty,1480,26.062,-97.95,POINT (-97.949958 26.062133)
Opheim,Montana,3317,US-Canada Border,10-2022,Bus Passengers,16,49.0,-106.378,POINT (-106.377583 48.999527)
Eagle Pass,Texas,2303,US-Mexico Border,10-2022,Rail Containers Empty,11061,28.705,-100.512,POINT (-100.511977 28.705483)
Danville,Washington,3012,US-Canada Border,10-2022,Truck Containers Empty,4,49.0,-118.504,POINT (-118.503722 49.000083)
Blaine,Washington,3004,US-Canada Border,10-2022,Trucks,29778,48.994,-122.749,POINT (-122.748884 48.994045)
Porthill,Idaho,3308,US-Canada Border,10-2022,Pedestrians,1,49.0,-116.499,POINT (-116.49925 48.999861)
Van Buren,Maine,108,US-Canada Border,10-2022,Truck Containers Loaded,1128,47.16,-67.931,POINT (-67.930799 47.159645)
Raymond,Montana,3301,US-Canada Border,10-2022,Bus Passengers,21,48.999,-104.574,POINT (-104.574333 48.999194)
Roma,Texas,2310,US-Mexico Border,10-2022,Buses,46,26.404,-99.019,POINT (-99.018981 26.403928)
Trout River,New York,715,US-Canada Border,10-2022,Bus Passengers,49,44.992,-74.308,POINT (-74.308172 44.992058)
Brownsville,Texas,2301,US-Mexico Border,10-2022,Personal Vehicle Passengers,731098,25.952,-97.401,POINT (-97.40067 25.95155)
Scobey,Montana,3309,US-Canada Border,10-2022,Truck Containers Empty,17,49.0,-105.408,POINT (-105.407638 48.999527)
Houlton,Maine,106,US-Canada Border,10-2022,Bus Passengers,1057,46.135,-67.781,POINT (-67.781288 46.134879)
Andrade,California,2502,US-Mexico Border,10-2022,Pedestrians,49426,32.718,-114.728,POINT (-114.72832 32.718143)
Van Buren,Maine,108,US-Canada Border,10-2022,Personal Vehicle Passengers,9399,47.16,-67.931,POINT (-67.930799 47.159645)
Hidalgo,Texas,2305,US-Mexico Border,10-2022,Trucks,60255,26.095,-98.271,POINT (-98.271092 26.095032)
Del Bonita,Montana,3322,US-Canada Border,10-2022,Truck Containers Empty,14,48.999,-112.788,POINT (-112.78825 48.998555)
Van Buren,Maine,108,US-Canada Border,10-2022,Rail Containers Empty,344,47.16,-67.931,POINT (-67.930799 47.159645)
Nogales,Arizona,2604,US-Mexico Border,10-2022,Buses,591,31.333,-110.943,POINT (-110.942516 31.332839)
Calexico,California,2503,US-Mexico Border,10-2022,Personal Vehicle Passengers,671919,32.673,-115.388,POINT (-115.388018 32.673389)
Kenneth G Ward,Washington,3023,US-Canada Border,10-2022,Personal Vehicles,29217,49.002,-122.485,POINT (-122.485027 49.002277)
Westhope,North Dakota,3419,US-Canada Border,10-2022,Truck Containers Loaded,36,49.0,-101.017,POINT (-101.017277 48.999611)
Neche,North Dakota,3404,US-Canada Border,10-2022,Truck Containers Loaded,195,49.001,-97.557,POINT (-97.557333 49.000527)
Grand Portage,Minnesota,3613,US-Canada Border,10-2022,Truck Containers Empty,265,48.001,-89.585,POINT (-89.58515 48.001427)
International Falls,Minnesota,3604,US-Canada Border,10-2022,Trains,333,48.608,-93.401,POINT (-93.401355 48.6078)
Boundary,Washington,3015,US-Canada Border,10-2022,Personal Vehicles,1241,49.001,-117.628,POINT (-117.627583 49.00075)
Brownsville,Texas,2301,US-Mexico Border,10-2022,Trains,72,25.952,-97.401,POINT (-97.40067 25.95155)
Eagle Pass,Texas,2303,US-Mexico Border,10-2022,Trucks,17594,28.705,-100.512,POINT (-100.511977 28.705483)
Sweetgrass,Montana,3310,US-Canada Border,10-2022,Personal Vehicles,17733,48.998,-111.96,POINT (-111.959611 48.998388)
Douglas,Arizona,2601,US-Mexico Border,10-2022,Buses,10,31.334,-109.56,POINT (-109.560344 31.334043)
Douglas,Arizona,2601,US-Mexico Border,10-2022,Truck Containers Loaded,1481,31.334,-109.56,POINT (-109.560344 31.334043)
Ketchikan,Alaska,3102,US-Canada Border,10-2022,Pedestrians,19,55.342,-131.648,POINT (-131.647804 55.34208)
Norton,Vermont,211,US-Canada Border,10-2022,Personal Vehicle Passengers,1676,45.011,-71.793,POINT (-71.793219 45.010771)
Ambrose,North Dakota,3410,US-Canada Border,10-2022,Truck Containers Empty,1,48.999,-103.487,POINT (-103.486555 48.999305)
Roma,Texas,2310,US-Mexico Border,10-2022,Truck Containers Empty,815,26.404,-99.019,POINT (-99.018981 26.403928)
Madawaska,Maine,109,US-Canada Border,10-2022,Pedestrians,72,47.36,-68.329,POINT (-68.328684 47.360052)
Vanceboro,Maine,105,US-Canada Border,10-2022,Rail Containers Empty,1887,45.569,-67.429,POINT (-67.428541 45.568761)
Point Roberts,Washington,3017,US-Canada Border,10-2022,Bus Passengers,114,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Oroville,Washington,3019,US-Canada Border,10-2022,Pedestrians,544,49.0,-119.462,POINT (-119.461833 49.000083)
Columbus,New Mexico,2406,US-Mexico Border,10-2022,Buses,65,31.784,-107.628,POINT (-107.627948 31.783742)
Lancaster,Minnesota,3430,US-Canada Border,10-2022,Trucks,325,49.0,-96.801,POINT (-96.800527 49.000194)
Otay Mesa,California,2506,US-Mexico Border,10-2022,Pedestrians,233143,32.55,-116.939,POINT (-116.938538 32.55033)
Rio Grande City,Texas,2307,US-Mexico Border,10-2022,Personal Vehicles,36017,26.366,-98.803,POINT (-98.802513 26.365761)
Limestone,Maine,118,US-Canada Border,10-2022,Personal Vehicle Passengers,1073,46.925,-67.79,POINT (-67.789597 46.924555)
Sherwood,North Dakota,3414,US-Canada Border,10-2022,Pedestrians,3,48.999,-101.628,POINT (-101.627527 48.999305)
Presidio,Texas,2403,US-Mexico Border,10-2022,Pedestrians,11763,29.562,-104.395,POINT (-104.394907 29.561827)
Baudette,Minnesota,3424,US-Canada Border,10-2022,Truck Containers Empty,196,48.719,-94.59,POINT (-94.590467 48.719109)
Whitlash,Montana,3321,US-Canada Border,10-2022,Trucks,1,48.997,-111.258,POINT (-111.257916 48.99725)
Lancaster,Minnesota,3430,US-Canada Border,10-2022,Truck Containers Empty,321,49.0,-96.801,POINT (-96.800527 49.000194)
Turner,Montana,3306,US-Canada Border,10-2022,Truck Containers Loaded,19,49.0,-108.388,POINT (-108.387916 48.999527)
St John,North Dakota,3405,US-Canada Border,10-2022,Personal Vehicle Passengers,715,48.999,-99.659,POINT (-99.659111 48.999277)
Santa Teresa,New Mexico,2408,US-Mexico Border,10-2022,Trucks,12800,31.784,-106.679,POINT (-106.679437 31.783939)
Del Rio,Texas,2302,US-Mexico Border,10-2022,Personal Vehicle Passengers,231834,29.327,-100.928,POINT (-100.927612 29.326784)
San Luis,Arizona,2608,US-Mexico Border,10-2022,Pedestrians,192151,32.485,-114.782,POINT (-114.7822222 32.485)
Alexandria Bay,New York,708,US-Canada Border,10-2022,Trucks,16722,44.347,-75.984,POINT (-75.983592 44.347229)
Walhalla,North Dakota,3407,US-Canada Border,10-2022,Truck Containers Loaded,195,49.0,-97.908,POINT (-97.908416 49.000472)
Buffalo Niagara Falls,New York,901,US-Canada Border,10-2022,Bus Passengers,11737,43.095,-79.056,POINT (-79.055847 43.09549)
Detroit,Michigan,3801,US-Canada Border,10-2022,Truck Containers Loaded,98409,42.332,-83.048,POINT (-83.047924 42.331685)
Massena,New York,704,US-Canada Border,10-2022,Trucks,2263,44.991,-74.74,POINT (-74.739722 44.990556)
Jackman,Maine,104,US-Canada Border,10-2022,Buses,3,45.806,-70.397,POINT (-70.396722 45.805661)
Norton,Vermont,211,US-Canada Border,10-2022,Trains,15,45.011,-71.793,POINT (-71.793219 45.010771)
Richford,Vermont,203,US-Canada Border,10-2022,Truck Containers Empty,158,45.012,-72.589,POINT (-72.588559 45.01174)
Roseau,Minnesota,3426,US-Canada Border,10-2022,Truck Containers Empty,149,49.0,-95.766,POINT (-95.766469 48.999538)
Santa Teresa,New Mexico,2408,US-Mexico Border,10-2022,Truck Containers Loaded,8738,31.784,-106.679,POINT (-106.679437 31.783939)
Danville,Washington,3012,US-Canada Border,10-2022,Personal Vehicle Passengers,1850,49.0,-118.504,POINT (-118.503722 49.000083)
Pinecreek,Minnesota,3425,US-Canada Border,10-2022,Personal Vehicles,184,49.0,-95.978,POINT (-95.977694 48.999916)
Blaine,Washington,3004,US-Canada Border,10-2022,Rail Containers Loaded,8980,48.994,-122.749,POINT (-122.748884 48.994045)
Frontier,Washington,3020,US-Canada Border,10-2022,Buses,1,49.0,-117.832,POINT (-117.831527 49.0005)
Oroville,Washington,3019,US-Canada Border,10-2022,Personal Vehicles,11189,49.0,-119.462,POINT (-119.461833 49.000083)
Ferry,Washington,3013,US-Canada Border,10-2022,Personal Vehicles,654,49.0,-118.761,POINT (-118.761166 49.000083)
Sault Sainte Marie,Michigan,3803,US-Canada Border,10-2022,Buses,32,46.509,-84.361,POINT (-84.360833 46.508611)
Ogdensburg,New York,701,US-Canada Border,10-2022,Buses,14,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Calexico East,California,2507,US-Mexico Border,10-2022,Pedestrians,37701,32.673,-115.388,POINT (-115.388018 32.673389)
Lukeville,Arizona,2602,US-Mexico Border,10-2022,Buses,53,31.88,-112.817,POINT (-112.817077 31.880195)
Raymond,Montana,3301,US-Canada Border,10-2022,Buses,1,48.999,-104.574,POINT (-104.574333 48.999194)
Port Huron,Michigan,3802,US-Canada Border,10-2022,Truck Containers Empty,12199,42.999,-82.424,POINT (-82.423611 42.998611)
Calais,Maine,115,US-Canada Border,10-2022,Personal Vehicles,36254,45.189,-67.275,POINT (-67.275381 45.188548)
Pembina,North Dakota,3401,US-Canada Border,10-2022,Personal Vehicles,16242,49.0,-97.237,POINT (-97.237036 49.000453)
Eastport,Idaho,3302,US-Canada Border,10-2022,Personal Vehicles,5727,49.001,-116.181,POINT (-116.181027 49.000555)
Sumas,Washington,3009,US-Canada Border,10-2022,Trucks,12246,49.002,-122.265,POINT (-122.264805 49.002388)
Tornillo,Texas,2404,US-Mexico Border,10-2022,Personal Vehicles,34998,31.435,-106.143,POINT (-106.142669 31.435334)
Port Angeles,Washington,3007,US-Canada Border,10-2022,Truck Containers Loaded,19,48.122,-123.431,POINT (-123.430694 48.121858)
Roma,Texas,2310,US-Mexico Border,10-2022,Bus Passengers,495,26.404,-99.019,POINT (-99.018981 26.403928)
Piegan,Montana,3316,US-Canada Border,10-2022,Trucks,158,48.998,-113.379,POINT (-113.378777 48.998083)
Eastport,Maine,103,US-Canada Border,10-2022,Trucks,165,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Calexico East,California,2507,US-Mexico Border,10-2022,Train Passengers,20,32.673,-115.388,POINT (-115.388018 32.673389)
Lukeville,Arizona,2602,US-Mexico Border,10-2022,Truck Containers Loaded,88,31.88,-112.817,POINT (-112.817077 31.880195)
Roosville,Montana,3318,US-Canada Border,10-2022,Personal Vehicle Passengers,13782,49.0,-115.056,POINT (-115.056027 48.999638)
Trout River,New York,715,US-Canada Border,10-2022,Trucks,1211,44.992,-74.308,POINT (-74.308172 44.992058)
Portal,North Dakota,3403,US-Canada Border,10-2022,Trains,127,48.999,-102.552,POINT (-102.551944 48.998944)
Jackman,Maine,104,US-Canada Border,10-2022,Rail Containers Empty,5465,45.806,-70.397,POINT (-70.396722 45.805661)
Wildhorse,Montana,3323,US-Canada Border,10-2022,Truck Containers Empty,1,48.999,-110.215,POINT (-110.215083 48.999361)
Blaine,Washington,3004,US-Canada Border,10-2022,Personal Vehicle Passengers,412988,48.994,-122.749,POINT (-122.748884 48.994045)
International Falls,Minnesota,3604,US-Canada Border,10-2022,Pedestrians,278,48.608,-93.401,POINT (-93.401355 48.6078)
Bar Harbor,Maine,112,US-Canada Border,10-2022,Personal Vehicle Passengers,932,44.4,-68.225,POINT (-68.224722 44.399722)
Grand Portage,Minnesota,3613,US-Canada Border,10-2022,Buses,5,48.001,-89.585,POINT (-89.58515 48.001427)
